92886,1548,D1,Gregor and the Odd Cows (Easy)
92884,1548,C,The Three Little Pigs
92882,1548,B,Integers Have Friends
92880,1548,A,Web of Lies
92832,1547,G,How Many Paths?
92830,1547,F,Array Stabilization (GCD version)
92828,1547,E,Air Conditioners
92826,1547,D,Co-growing Sequence
92824,1547,C,Pair Programming
92822,1547,B,Alphabetical Strings
92820,1547,A,Shortest Path with Obstacle
92762,1546,B,AquaMoon and Stolen String
92760,1546,A,AquaMoon and Two Arrays
92710,1545,F,AquaMoon and Potatoes
92709,1545,E2,AquaMoon and Time Stop (hard version)
92708,1545,E1,AquaMoon and Time Stop (easy version)
92706,1545,D,AquaMoon and Wrong Coordinate
92704,1545,C,AquaMoon and Permutations
92702,1545,B,AquaMoon and Chess
92700,1545,A,AquaMoon and Strange Sort
92588,1543,E,The Final Pursuit
92587,1543,D2,RPD and Rap Sheet (Hard Version)
92586,1543,D1,RPD and Rap Sheet (Easy Version)
92584,1543,C,Need for Pink Slips
92582,1543,B,Customising the Track
92580,1543,A,Exciting Bets
92529,1542,E2,Abnormal Permutation Pairs (hard version)
92528,1542,E1,Abnormal Permutation Pairs (easy version)
92526,1542,D,Priority Queue
92524,1542,C,Strange Function
92522,1542,B,Plus and Multiply
92520,1542,A,Odd Set
92462,1541,B,Pleasant Pairs
92460,1541,A,Pretty Permutations
92408,1540,E,Tasty Dishes
92406,1540,D,Inverse Inversions
92405,1540,C2,Converging Array (Hard Version)
92404,1540,C1,Converging Array (Easy Version)
92402,1540,B,Tree Array
92400,1540,A,Great Graphs
92350,1539,F,Strange Array
92348,1539,E,Game with Cards
92346,1539,D,PriceFixed
92344,1539,C,Stable Groups
92342,1539,B,Love Song
92340,1539,A,Contest Start
92292,1538,G,Gift Set
92290,1538,F,Interesting Function
92288,1538,E,Funny Substrings
92286,1538,D,Another Problem About Dividing Numbers
92284,1538,C,Number of Pairs
92282,1538,B,Friends and Candies
92280,1538,A,Stone Game
92230,1537,F,Figure Fixing
92229,1537,E2,Erase and Extend (Hard Version)
92228,1537,E1,Erase and Extend (Easy Version)
92226,1537,D,Deleting Divisors
92224,1537,C,Challenging Cliffs
92222,1537,B,Bad Boy
92220,1537,A,Arithmetic Array
92170,1536,F,Omkar and Akmar
92168,1536,E,Omkar and Forest
92166,1536,D,Omkar and Medians
92164,1536,C,Diluc and Kaeya
92162,1536,B,Prinzessin der Verurteilung
92160,1536,A,Omkar and Bad Story
92110,1535,F,String Distance
92108,1535,E,Gold Transfer
92106,1535,D,Playoff Tournament
92104,1535,C,Unstable String
92102,1535,B,Array Reodering
92100,1535,A,Fair Playoff
92054,1534,H,Lost Nodes
92052,1534,G,A New Beginning
92051,1534,F2,Falling Sand (Hard Version)
92050,1534,F1,Falling Sand (Easy Version)
92048,1534,E,Lost Array
92046,1534,D,Lost Tree
92044,1534,C,Little Alawn's Puzzle
92042,1534,B,Histogram Ugliness
92040,1534,A,Colour the Flag
91998,1533,J,Pawns
91996,1533,I,Excursions
91994,1533,H,Submatrices
91992,1533,G,Biome Map
91990,1533,F,Binary String Partition
91988,1533,E,Chess Team Forming
91986,1533,D,String Searching
91984,1533,C,Sweets
91982,1533,B,Nearest Point Function
91980,1533,A,Travel to Bertown
91930,1532,F,Prefixes and Suffixes
91928,1532,E,Good Array
91926,1532,D,Teams Forming
91924,1532,C,Uniform String
91922,1532,B,Frog Jumping
91920,1532,A,A+B (Trial Problem)
91868,1531,E3,Сортировка слиянием
91869,1531,E2,Сортировка слиянием
91868,1531,E1,Сортировка слиянием
91866,1531,D,Редактируем Зингер | color
91864,1531,C,Симметричный амфитеатр
91863,1531,B2,Мониторинг
91862,1531,B1,Мониторинг
91860,1531,A,Зингер | color
91814,1530,H,Turing's Award
91812,1530,G,What a Reversal
91810,1530,F,Bingo
91808,1530,E,Minimax
91806,1530,D,Secret Santa
91804,1530,C,Pursuit
91802,1530,B,Putting Plates
91800,1530,A,Binary Decimal
91742,1529,B,Sifid and Strange Subsequences
91740,1529,A,Eshag Loves Big Arrays
91690,1528,F,AmShZ Farm
91688,1528,E,Mashtali and Hagh Trees
91686,1528,D,"It's a bird! No, it's a plane! No, it's AaParsa!"
91684,1528,C,Trees of Tranquillity
91682,1528,B,Kavi on Pairing Duty
91680,1528,A,Parsa's Humongous Tree
91628,1527,E,Partition Game
91626,1527,D,MEX Tree
91624,1527,C,Sequence Pair Weight
91623,1527,B2,Palindrome Game (hard version)
91622,1527,B1,Palindrome Game (easy version)
91620,1527,A,And Then There Were K
91570,1526,F,Median Queries
91568,1526,E,Oolimry and Suffix Array
91566,1526,D,Kill Anton
91565,1526,C2,Potions (Hard Version)
91564,1526,C1,Potions (Easy Version)
91562,1526,B,I Hate 1111
91560,1526,A,Mean Inequality
91510,1525,F,Goblins And Gnomes
91508,1525,E,Assimilation IV
91506,1525,D,Armchairs
91504,1525,C,Robot Collisions
91502,1525,B,Permutation Sort
91500,1525,A,Potion-making
91394,1523,H,Hopping Around the Array 
91392,1523,G,Try Booking
91390,1523,F,Favorite Game
91388,1523,E,Crypto Lights
91386,1523,D,Love-Hate
91384,1523,C,Compression and Expansion
91382,1523,B,Lord of the Values
91380,1523,A,Game of Life
91268,1521,E,Nastia and a Beautiful Matrix
91266,1521,D,Nastia Plays with a Tree
91264,1521,C,Nastia and a Hidden Permutation
91262,1521,B,Nastia and a Good Array
91260,1521,A,Nastia and Nearly Good Numbers
91212,1520,G,To Go Or Not To Go?
91211,1520,F2,Guess the K-th Zero (Hard version)
91210,1520,F1,Guess the K-th Zero (Easy version)
91208,1520,E,Arranging The Sheep
91206,1520,D,Same Differences
91204,1520,C,Not Adjacent Matrix
91202,1520,B,Ordinary Numbers
91200,1520,A,Do Not Be Distracted!
91150,1519,F,Chests and Keys
91148,1519,E,Off by One
91146,1519,D,Maximum Sum of Products
91144,1519,C,Berland Regional
91142,1519,B,The Cake Is a Lie
91140,1519,A,Red and Blue Beans
91034,1517,H,Fly Around the World
91032,1517,G,Starry Night Camping
91030,1517,F,Reunion
91028,1517,E,Group Photo
91026,1517,D,Explorer Space
91024,1517,C,Fillomino 2
91022,1517,B,Morning Jogging
91020,1517,A,Sum of 2050
90968,1516,E,Baby Ehab Plays with Permutations
90966,1516,D,Cut
90964,1516,C,Baby Ehab Partitions Again
90962,1516,B,AGAGA XOOORRR
90960,1516,A,Tit for Tat
90916,1515,I,Phoenix and Diamonds
90914,1515,H,Phoenix and Bits
90912,1515,G,Phoenix and Odometers
90910,1515,F,Phoenix and Earthquake
90908,1515,E,Phoenix and Computers
90906,1515,D,Phoenix and Socks
90904,1515,C,Phoenix and Towers
90902,1515,B,Phoenix and Puzzle
90900,1515,A,Phoenix and Gold
90848,1514,E,Baby Ehab's Hyper Apartment
90846,1514,D,Cut and Stick
90844,1514,C,Product 1 Modulo N
90842,1514,B,"AND 0, Sum Big"
90840,1514,A,Perfectly Imperfect Array
90790,1513,F,Swapping Problem
90788,1513,E,Cost Equilibrium
90786,1513,D,GCD and MST
90784,1513,C,Add One
90782,1513,B,AND Sequences
90780,1513,A,Array and Peaks
90732,1512,G,Short Task
90730,1512,F,Education
90728,1512,E,Permutation by Sum
90726,1512,D,Corrupted Array
90724,1512,C,A-B Palindrome
90722,1512,B,Almost Rectangle
90720,1512,A,Spy Detected!
90672,1511,G,Chips on a Board
90670,1511,F,Chainword
90668,1511,E,Colorings and Dominoes
90666,1511,D,Min Cost String
90664,1511,C,Yet Another Card Deck
90662,1511,B,GCD Length
90660,1511,A,Review Site
90620,1510,K,King's Task
90618,1510,J,Japanese Game
90616,1510,I,Is It Rated?
90614,1510,H,Hard Optimization
90612,1510,G,Guide
90610,1510,F,Fiber Shape
90608,1510,E,Equilibrium Point /\textbackslash/\textbackslash
90606,1510,D,Digits
90604,1510,C,Cactus Not Enough
90602,1510,B,Button Lock
90600,1510,A,ASCII Automata Art
90544,1509,C,The Sports Festival
90542,1509,B,TMT Document
90540,1509,A,Average Height
90490,1508,F,Optimal Encoding
90488,1508,E,Tree Calendar
90486,1508,D,Swap Pass
90484,1508,C,Complete the MST
90482,1508,B,Almost Sorted
90480,1508,A,Binary Literature
90372,1506,G,Maximize the Remaining String
90370,1506,F,Triangular Paths
90368,1506,E,Restoring the Permutation
90366,1506,D,Epic Transformation
90364,1506,C,Double-ended Strings
90362,1506,B,Partial Replacement
90360,1506,A,Strange Table
90316,1505,I,"Mysterious language again, seriously?"
90314,1505,H,L BREAK into program
90312,1505,G,Encoded message
90310,1505,F,Math
90308,1505,E,Cakewalk
90306,1505,D,Xenolith? Hippodrome?
90304,1505,C,Fibonacci Words
90302,1505,B,DMCA
90300,1505,A,Is it rated - 2
90242,1504,B,Flip the Bits
90240,1504,A, Déjà Vu
90190,1503,F,Balance the Cards
90188,1503,E,2-Coloring
90186,1503,D,Flip the Cards
90184,1503,C,Travelling Salesman Problem
90182,1503,B,3-Coloring
90180,1503,A,Balance the Bits
90062,1501,B,Napoleon Cake
90060,1501,A,Alexey and Train
90010,1500,F,Cupboards Jumps
90008,1500,E,Subset Trick
90006,1500,D,Tiles for Bathroom
90004,1500,C,Matrix Sorting
90002,1500,B,Two chandeliers
90000,1500,A,Going Home
89952,1499,G,Graph Coloring
89950,1499,F,Diameter Cuts
89948,1499,E,Chaotic Merge
89946,1499,D,The Number of Pairs
89944,1499,C,Minimum Grid Path
89942,1499,B,Binary Removals
89940,1499,A,Domino on Windowsill
89890,1498,F,Christmas Game
89888,1498,E,Two Houses
89886,1498,D,Bananas in a Microwave
89884,1498,C,Planar Reflections
89882,1498,B,Box Fitting
89880,1498,A,GCD Sum
89829,1497,E2,Square-free division (hard version)
89828,1497,E1,Square-free division (easy version)
89826,1497,D,Genius
89825,1497,C2,k-LCM (hard version)
89824,1497,C1,k-LCM (easy version)
89822,1497,B,M-arrays
89820,1497,A,Meximization
89762,1496,B,Max and Mex
89760,1496,A,Split it!
89710,1495,F,Squares
89708,1495,E,Qingshan and Daniel
89706,1495,D,BFS Trees
89704,1495,C,Garden of the Sun
89702,1495,B,Let's Go Hiking
89700,1495,A,Diamond Miner
89650,1494,F,Delete The Edges
89648,1494,E,A-Z Graph
89646,1494,D,Dogeforces
89644,1494,C,1D Sokoban
89642,1494,B,Berland Crossword
89640,1494,A,ABC String
89590,1493,F,Enchanted Matrix
89588,1493,E,Enormous XOR
89586,1493,D,GCD of an Array
89584,1493,C,K-beautiful Strings
89582,1493,B,Planet Lapituletti
89580,1493,A,Anti-knapsack
89528,1492,E,Almost Fault-Tolerant Database
89526,1492,D,Genius's Gambit
89524,1492,C,Maximum width
89522,1492,B,Card Deck
89520,1492,A,Three swimmers
89476,1491,I,Ruler Of The Zoo
89474,1491,H,Yuezheng Ling and Dynamic Tree
89472,1491,G,Switch and Flip
89470,1491,F,Magnets
89468,1491,E,Fib-tree
89466,1491,D,Zookeeper and The Infinite Zoo
89464,1491,C,Pekora and Trampoline
89462,1491,B,Minimal Cost
89460,1491,A,K-th Largest Value
89412,1490,G,Old Floppy Drive 
89410,1490,F,Equalize the Array
89408,1490,E,Accidental Victory
89406,1490,D,Permutation Transformation
89404,1490,C,Sum of Cubes
89402,1490,B,Balanced Remainders
89400,1490,A,Dense Array
89298,1488,J,Flower Shop
89296,1488,I,Demonic Invasion
89294,1488,H,Build From Suffixes
89292,1488,G,Painting Numbers
89290,1488,F,Dogecoin
89288,1488,E,Palindromic Doubles
89286,1488,D,Problemsolving Marathon
89284,1488,C,Two Policemen
89282,1488,B,RBS Deletion
89280,1488,A,From Zero To Y
89232,1487,G,String Counting
89230,1487,F,Ones
89228,1487,E,Cheap Dinner
89226,1487,D,Pythagorean Triples
89224,1487,C,Minimum Ties
89222,1487,B,Cat Cycle
89220,1487,A,Arena
89170,1486,F,Pairs of Paths
89168,1486,E,Paired Payment
89166,1486,D,Max Median
89165,1486,C2,Guessing the Greatest (hard version)
89164,1486,C1,Guessing the Greatest (easy version)
89162,1486,B,Eastern Exhibition
89160,1486,A,Shifting Stacks
89110,1485,F,Copy or Prefix Sum
89108,1485,E,Move and Swap
89106,1485,D,Multiples and Power Differences
89104,1485,C,Floor and Mod
89102,1485,B,Replace and Keep Sorted
89100,1485,A,Add and Divide
88934,1482,H,Exam
88932,1482,G,Vabank
88930,1482,F,Useful Edges
88928,1482,E,Skyline Photo
88926,1482,D,Playlist
88924,1482,C,Basic Diplomacy
88922,1482,B,Restore Modulo
88920,1482,A,Prison Break
88870,1481,F,AB Tree
88868,1481,E,Sorting Books
88866,1481,D,AB Graph
88864,1481,C,Fence Painting
88862,1481,B,New Colony
88860,1481,A,Space Navigation 
88802,1480,B,The Great Hero
88800,1480,A,Yet Another String Game
88748,1479,E,School Clubs
88746,1479,D,Odd Mineral Resource
88744,1479,C,Continuous City
88743,1479,B2,Painting the Array II
88742,1479,B1,Painting the Array I
88740,1479,A,Searching Local Minimum
88684,1478,C,Nezzar and Symmetric Array
88682,1478,B,Nezzar and Lucky Number
88680,1478,A,Nezzar and Colorful Balls
88630,1477,F,Nezzar and Chocolate Bars
88628,1477,E,Nezzar and Tournaments
88626,1477,D,Nezzar and Hidden Permutations
88624,1477,C,Nezzar and Nice Beatmap
88622,1477,B,Nezzar and Binary String
88620,1477,A,Nezzar and Board
88572,1476,G,Minimum Difference
88570,1476,F,Lanterns
88568,1476,E,Pattern Matching
88566,1476,D,Journey
88564,1476,C,Longest Simple Cycle
88562,1476,B,Inflation
88560,1476,A,K-divisible Sum
88512,1475,G,Strange Beauty
88510,1475,F,Unusual Matrix
88508,1475,E,Advertising Agency
88506,1475,D,Cleaning the Phone
88504,1475,C,Ball in Berland
88502,1475,B,New Year's Number
88500,1475,A,Odd Divisor
88450,1474,F,1 2 3 4 ...
88448,1474,E,What Is It?
88446,1474,D,Cleaning
88444,1474,C,Array Destruction
88442,1474,B,Different Divisors
88440,1474,A,Puzzle From the Future
88392,1473,G,Tiles
88390,1473,F,Strange Set
88388,1473,E,Minimum Path
88386,1473,D,Program
88384,1473,C,No More Inversions
88382,1473,B,String LCM
88380,1473,A,Replacing Elements
88332,1472,G,Moving to the Capital
88330,1472,F,New Year's Puzzle
88328,1472,E,Correct Placement
88326,1472,D,Even-Odd Game
88324,1472,C,Long Jumps
88322,1472,B,Fair Division
88320,1472,A,Cards for Friends
88262,1471,B,Strange List
88260,1471,A,Strange Partition
88210,1470,F,Strange Covering
88208,1470,E,Strange Permutation
88206,1470,D,Strange Housing
88204,1470,C,Strange Shuffle
88202,1470,B,Strange Definition
88200,1470,A,Strange Birthday Party
88150,1469,F,Power Sockets
88148,1469,E,A Bit Similar
88146,1469,D,Ceil Divisions
88144,1469,C,Building a Fence
88142,1469,B,Red and Blue
88140,1469,A,Regular Bracket Sequence
88106,1468,N,Waste Sorting
88104,1468,M,Similar Sets
88102,1468,L,Prime Divisors Selection
88100,1468,K,The Robot
88098,1468,J,Road Reform
88096,1468,I,Plane Tiling
88094,1468,H,K and Medians
88092,1468,G,Hobbits
88090,1468,F,Full Turn
88088,1468,E,Four Segments
88086,1468,D,Firecrackers
88084,1468,C,Berpizza
88082,1468,B,Bakery
88080,1468,A,LaIS
88028,1467,E,Distinctive Roots in a Tree
88026,1467,D,Sum of Paths
88024,1467,C,Three Bags
88022,1467,B,Hills And Valleys
88020,1467,A,Wizard of Orz
87976,1466,I,The Riddle of the Sphinx
87974,1466,H,Finding satisfactory solutions
87972,1466,G,Song of the Sirens
87970,1466,F,Euclid's nightmare
87968,1466,E,Apollo versus Pan
87966,1466,D,13th Labour of Heracles
87964,1466,C,Canine poetry
87962,1466,B,Last minute enhancements
87960,1466,A,Bovine Dilemma
87850,1464,F,My Beautiful Madness
87790,1463,F,Max Correct Set
87788,1463,E,Plan of Lectures
87786,1463,D,Pairs
87784,1463,C,Busy Robot
87782,1463,B,Find The Array
87780,1463,A,Dungeon
87730,1462,F,The Treasure of The Segments
87729,1462,E2,Close Tuples (hard version)
87728,1462,E1,Close Tuples (easy version)
87726,1462,D,Add to Neighbour and Remove
87724,1462,C,Unique Number
87722,1462,B,Last Year's Substring
87720,1462,A,Favorite Sequence
87670,1461,F,Mathematical Expression
87668,1461,E,Water Level
87666,1461,D,Divide and Summarize
87664,1461,C,Random Events
87662,1461,B,Find the Spruce
87660,1461,A,String Generation
87542,1459,B,Move and Turn
87540,1459,A,Red-Blue Shuffle
87490,1458,F,Range Diameter Sum
87488,1458,E,Nim Shortcuts
87486,1458,D,Flip and Reverse
87484,1458,C,Latin Square
87482,1458,B,Glass Half Spilled
87480,1458,A,Row GCD
87368,1456,E,XOR-ranges
87312,1455,G,Forbidden Value
87310,1455,F,String and Operations
87308,1455,E,Four Points
87306,1455,D,Sequence and Swaps
87304,1455,C,Ping-pong
87302,1455,B,Jumps
87300,1455,A,Strange Functions
87250,1454,F,Array Partition
87248,1454,E,Number of Simple Paths
87246,1454,D,Number into Sequence
87244,1454,C,Sequence Transformation
87242,1454,B,Unique Bid Auction
87240,1454,A,Special Permutation
87190,1453,F,Even Harder
87188,1453,E,Dog Snacks
87186,1453,D,Checkpoints
87184,1453,C,Triangles
87182,1453,B,Suffix Operations
87180,1453,A,Cancel the Trains
87132,1452,G,Game On Tree
87130,1452,F,Divide Powers
87128,1452,E,Two Editorials
87126,1452,D,Radio Towers
87124,1452,C,Two Brackets
87122,1452,B,Toy Blocks
87120,1452,A,Robot Program
87070,1451,F,Nullify The Matrix
87069,1451,E2,Bitwise Queries (Hard Version)
87068,1451,E1,Bitwise Queries (Easy Version)
87066,1451,D,Circle Game
87064,1451,C,String Equality
87062,1451,B,Non-Substring Subsequence
87060,1451,A,Subtract or Divide
87015,1450,H2,Multithreading (Hard Version)
87014,1450,H1,Multithreading (Easy Version)
87012,1450,G,Communism
87010,1450,F,The Struggling Contestant
87008,1450,E,Capitalism
87006,1450,D,Rating Compression
87005,1450,C2,Errich-Tac-Toe (Hard Version)
87004,1450,C1,Errich-Tac-Toe (Easy Version)
87002,1450,B,Balls of Steel
